source,name_data,food_data,found_edibilty,Mistral_edibles
0006_a.txt,"SUCCULENT LEAFLESS STEMS (CACTI AND
SUCCULENT LEAFLESS STEMS (CACTI AND GLASSWORT)
GROUP glassworts are not related but share the feature of edible of cactis having thick. much higher fleshy key stems west
andine Cacti and leaves (0' vestigia: leaves only) The diversity only a few species. I have left out the spines
of our region Because this the group depression contains from which a tuft of penetrate hairs. glochids. skin or
grows. The areole Glochids of a cactus are tiny, is stiff. barbed hairs that painfully
Pincushion cactus
2
1
Coryphantha missouriensis
+
Cactaceae
(Cactus
family)
","FOOD USE: The ripe
fruits are a fun snack
with a mild sweet flavor,
available from spring
through early summer It
car be hard to get them
without pricking your
fingers Conservation1.
",True,"
    'fruits'"
0006_b.txt,"Ö
tem
SUCCULENT LEAFLESS STEMS (CACTI AND GLASSWORT)
2
Prickly pear
2
genus Opuntia Cactaceae (Cactus family) NG-206
","FOOD USE: Young pads that still have vestigial leaves in early summer make a good cooked vegetable; older
pads are edible but of lower quality. Pick pads with gloves or tongs in one hand and a knife in the other. The
larger spines and the tiny glochids must be cut, burned, or scraped off. I use a copper scratch pad for the latter
Cleaned pads can be cut into strips and fried with other vegetables or added to soups. Flower petals, available
in early to mid summer, are easy to collect and innocuous. They make a
pleasant nibble or addition to salads or vegetable dishes. Fruits, called
prickly pears or tunas, ripen in late summer or early autumn. The flavor
of some species reminds me of melons, in others of cherries. Remove
the glochids by scrubbing and rinsing. Fruits are delicious raw and can
be made into juice, jelly, or many other preparations. They store well in
a refrigerator. Seeds have a tough shell but contain a nutritious kernel:
they can be chewed up or pounded for use in gruel. Conservation 2/1.
",True," ['pads', 'Flower petals', 'fruits', 'seeds']"
0007_a.txt,"SUCCULENT LEAFLESS STEMS (CACTI AND GLASSWORT)
3 Cane cholla
1
(Cactus
family)
imbricata
Cactaceae
Cylindropuntia CHECK: Bush-like cactus with spreading branches difficulty covered 1. with high, raised
","USE: The ripe fruits are rather dry and have a bland chalky flavor but they are abundant and stems not
FOOD distasteful; can eat them raw, roasted, or boiled. (This is the only part I have eaten.) The young not
formerly you roasted and rubbed of their spines, then eaten or dried for storage, although they were roasted
highly were preferred and are rarely eaten today. I have not heard of the flower buds of this species being
and eaten like some of its western relatives, but that does
not mean it wasn't done or is impossible. Conservation 1.
",True,"
    'fruits','young shoots'"
0007_b.txt,"SUCCULENT LEAPLESS STEMS (CACTI AND GLASSWORT)
5 Glasswort
3
genus Salicornia
family Amaranthaceae
","FOOD USE: Gather top growth from spring through fall, going down only as far as the stems are tender Scane
on the beach or use them chopped into salads. The flavor is pleasantly salty and mild, the texture crisp when
raw-but it is also good cooked. Stem sections are also sometimes pickled. Conservation 2.
SPECIES: The coastal annual glassworts, described above, are sometimes lumped under the name S. euro
pea, and sometimes split into multiple species. Plants from the northern Great Plains are often separated as
S. rubra. Perennial glassworts are known as S. depressa or S. ambigua. These spread by rhizome to form dense
mats. The stems are shorter and unbranched, with segments packed very densely toward the tips. Perenn 31
glassworts are somewhat tougher than the annual species.
",True, 'top growth'
0008_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE
GROUP 3 PLANTS WITH FRUIT COMPOSED OF
MULTIPLE SMALL FRUITLETS
of the safest groups for beginning foragers-there is nothing dangerous or semi-woody, that closely
This is one species. The plants in this group may be herbaceous, woody, All but the
resembles any of these tiny one-seeded fruitlets packed together to form a brambles-long-lived larger berry.
but all have belong multiple to the genus Rubus. Most species in this group are the first
mulberries perennials with canes that live only two years. Canes reach their full height stems year
1
without branching (these are called primocanes) then harden into semi-woody
that persist through one winter. The following spring they grow short branches
that bear flowers and fruit, after which they die.
Brambles are probably our most popular wild foods, and are
collected annually by many millions of people. When fully ripe
they spoil quickly and so require rapid freezing or processing.
Piling them too deep in your pail will crush them and hasten
spoilage. All brambles are delicious for eating out of hand
and make superb jams, jellies, pies, and juice. If you want to
make fruit leather from any of these species, mix them at the
ratio of one-third crushed berry pulp to two-thirds applesauce before
drying-this will give your leather some body while retaining the distinct
flavor of your bramble berry. All of them store well frozen or canned in
a water bath. Seeds can be removed with a Victorio-type fruit strainer.
The young tender primocane shoots of the larger brambles are edible in
spring; peel off their tough, bitter skin by hand and crunch them raw as a
refreshing treat.
TENTATIVE IDENTIFICATION KEY TO GROUP 3
The key is not your final answer!
Trees; fruit with no calyx hangs on a limp stalk.-
Leaves less than 8"" (20 cm) long, smoothish and glossy above, hairs only along major veins
below, lobes (if present) blunt.
or
1. Asian mulberry
Leaves often exceeding 8"" (20 cm), sandpapery-rough above, hairs evenly distributed on all
veinlets below, lobes (if present) with acuminate tips.
Semi-woody canes or prickly/bristly creepers; fruit with a 5-lobed calyx.
2. American mulberry
Fruit detaches from the receptacle when ripe, and has a thimble-cavity.
Leaves simple, lobed.
or
Flowers purple.
Flowers white,
3. Purple-flowered raspberry
or
Leaves compound.
4. Thimbleberry
or
prickles. Primocane leaves often with 5 leaflets,
Stem and petiole covered with long, stiff bristles, shorter glandular hairs, but no stout
prickles. Stem and petiole densely covered with long, gland-tipped hairs and scattered stout
5. Red raspberry
Primocane leaves with 3 leaflets.
Fruits remain attached to the receptacle when ripe; not thimble-like.
Stem smooth, hairless, bloom-coated, with scattered broad-based prickles.
6. Wineberry
7. Black raspberry
Large upright to arching canes with broad-based prickles,
Trailing or limp low canes, armored with small prickles or spines,
B. Blackberry
Herbaceous Leaf plants with unarmed stems; fruit with a 5-lobed calyx,
9, Dewberry
simple and lobed, fruit ripens yellowish.
Leaf ternately compound; fruit ripens reddish.
Leaf tip acute-pointed, flowers white.
10. Cloudberry
Leaf-tip obtuse, flowers pink.
11. Plumboy
12. Nagoonberry
46
PLANTS WITH FRUIT COMPOSED OF MULTIPLE GROUP 3 PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS of the safest groups for beginning foragers-there is nothing dangerous or semi-woody, that closely This is one species. The plants in this group may be herbaceous, woody, All but the resembles any of these tiny one-seeded fruitlets packed together to form a brambles-long-lived larger berry. but all have belong multiple to the genus Rubus. Most species in this group are the first mulberries perennials with canes that live only two years. Canes reach their full height stems year 1 without branching (these are called primocanes) then harden into semi-woody that persist through one winter. The following spring they grow short branches that bear flowers and fruit, after which they die. Brambles are probably our most popular wild foods, and are collected annually by many millions of people. When fully ripe they spoil quickly and so require rapid freezing or processing. Piling them too deep in your pail will crush them and hasten spoilage. All brambles are delicious for eating out of hand and make superb jams, jellies, pies, and juice. If you want to make fruit leather from any of these species, mix them at the ratio of one-third crushed berry pulp to two-thirds applesauce before drying-this will give your leather some body while retaining the distinct flavor of your bramble berry. All of them store well frozen or canned in a water bath. Seeds can be removed with a Victorio-type fruit strainer. The young tender primocane shoots of the larger brambles are edible in spring; peel off their tough, bitter skin by hand and crunch them raw as a refreshing treat. TENTATIVE IDENTIFICATION KEY TO GROUP 3 The key is not your final answer! Trees; fruit with no calyx hangs on a limp stalk.- Leaves less than 8"" (20 cm) long, smoothish and glossy above, hairs only along major veins below, lobes (if present) blunt. or 1. Asian mulberry Leaves often exceeding 8"" (20 cm), sandpapery-rough above, hairs evenly distributed on all veinlets below, lobes (if present) with acuminate tips. Semi-woody canes or prickly/bristly creepers; fruit with a 5-lobed calyx. 2. American mulberry Fruit detaches from the receptacle when ripe, and has a thimble-cavity. Leaves simple, lobed. or Flowers purple. Flowers white, 3. Purple-flowered raspberry or Leaves compound. 4. Thimbleberry or prickles. Primocane leaves often with 5 leaflets, Stem and petiole covered with long, stiff bristles, shorter glandular hairs, but no stout prickles. Stem and petiole densely covered with long, gland-tipped hairs and scattered stout 5. Red raspberry Primocane leaves with 3 leaflets. Fruits remain attached to the receptacle when ripe; not thimble-like. Stem smooth, hairless, bloom-coated, with scattered broad-based prickles. 6. Wineberry 7. Black raspberry Large upright to arching canes with broad-based prickles, Trailing or limp low canes, armored with small prickles or spines, B. Blackberry Herbaceous Leaf plants with unarmed stems; fruit with a 5-lobed calyx, 9, Dewberry simple and lobed, fruit ripens yellowish. Leaf ternately compound; fruit ripens reddish. Leaf tip acute-pointed, flowers white. 10. Cloudberry Leaf-tip obtuse, flowers pink. 11. Plumboy 12. Nagoonberry 46 ",,False,"
    []"
0008_b.txt,"1
Asian mulberry
3
2
IN
IWE-231
Morus alba + Moraceae (Mulberry family)
","FOOD USE: Gather berries from the branches by hand or shake them onto a tarp or cloth. They can be dried,
eaten fresh, or used in jams, jellies, pies, juice, or ice cream. Young leaves, especially on stump sprouts, can be
eaten as a cooked green and have been traditionally dried and powdered as a flour additive. Note: the warnings
sometimes seen about mulberry sap being hallucinogenic seem overblown and irrelevant to normal food use.
",True," ['berries','Young leaves']"
0009_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL
2 American mulberry
3
3
IWE-231
Morus rubra Moraceae (Mulberry family)
","FOOD USE: Gather ripe berries ID early summer.
These are larger and better tasting than those of
Asian mulberry. Tender young shoots and leaves are
excellent raw or cooked. Conservation 1.
",True,"
    'berries','shoots','Young leaves'"
0009_b.txt,"OF
3 Purple-flowered raspberry
2
Rubus odoratus
1
IWE-65
Rosaceae (Rose family)
","FOOD USE: The berries ripen in late summer but are pro-
duced sparsely, making them hard to collect in quantity. They
are rather dry, but the flavor is still good. Primocane shoots
in late spring can be peeled and eaten raw. Conservation 1.
",True,"
    'berries','primocane shoots'"
0010_a.txt,"PLANTS
WITH
FRUIT
5 Red raspberry
3
=D
IWE-62
2
Rubus idaeus Rosaceae (Rose family)
","everything FOOD USE: else, too. Peeled shoots are small but good raw. The leaves can be used fresh or dried
Conservation 1.
",True,"
    'shoots','leaves'"
0010_b.txt,"6
Wineberry
3
2
IWE-66
Rubus phoenicolasius
Rosaceae (Rose family)
","FOOD USE: Berries are excellent for all the uses of blackberries and
raspberries, and the large clusters make them easy to collect. The
shoots are edible and peel easily.
",True," ['berries','shoots']"
0011_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
Black raspberry
3
3
IWE-63
7
Rubus occidentalis Rosaceae (Rose family)
","FOOD USE: Berries ripen more uniformly than red raspberries, and this, coupled with their more clustered
nature, makes it possible to collect them faster. They are less acidic than red raspberries, and I think they are
better for pie or snacking, but not as good for jam (although still great). The shoots peel easier than those of
other brambles, and in my opinion taste the best. Conservation 1.
",True,"
    'berries','shoots'"
0011_b.txt,"0
1cm
PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
8
Blackberry
3
3
IWE-60
genus Rubus (numerous species) Rosaceae (Rose family)
","FOOD USE: Berries can be collected faster than any other bramble berry. This is why we like to make urce
from them. Their biggest drawback is the large seeds, but these can be removed by straining. Shoots are
edible but slightly astringent and harder to peel than those of other brambles. Tufted shoots are a special zed
structure that appears on the common blackberry Rubus allegheniensis (and possibly other species) in response
to cutting or browsing of the regular shoots in early summer. These are thin, flimsy, and densely packed along
the rhizome; they lack prickles and have ternate leaves only. A few weeks after forming they wilt rapidly and
die, usually succumbing to an orange blight. They are tender and delicious raw if you get them young enough.
lacking the normal astringency of blackberry shoots, and do not need to be peeled. Conservation 1.
",True,"
    'berries'"
0012_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
9 Dewberry
3
IWE-61
genus Rubus (numerous species) Rosaceae (Rose family)
","FOOD USE: Berries ripen in summer and are delicious fresh or in various desserts. Conservation 1.
",True,"
    'berries'"
0012_b.txt,"WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
10 Cloudberry
3
IWE-68
Rubus chamaemorus
Rosaceae (Rose family)
","FOOD USE: The berries get lighter, not darker, as they ripen. They can be used in almost any fruity desser!
to great effect. Or just go out in the bog and stuff your face. Conservation 1.
",True,"
    'berries'"
0013_a.txt,"03
11
Plumboy
3
[] IWE-67
Rubus pubescens
Rosaceae (Rose family)
","FOOD USE: Berries ripen in early summer and are delicious but hard to collect in quantity. Conservation 1.
",True,"
    'berries'"
0013_b.txt,"12 Nagoonberry
3 U IWE-67
Rubus arcticus + Rosaceae (Rose family)
","FOOD USE: Berries ripen in late summer and are slow to gather, but worth it. Conservation 1.
",True,"
    'berries'"
0014_a.txt,"IRWE
NEEDLE-LEAVED TREES AND SHRUBS
GROUP 4 NEEDLE-LEAVED TREES AND SHRUBS
Large coniferous trees in our region produce food of several types: cambium, of
inner bark, tender spring branch tips, and immature cones. The needles
several can also be used to steep a tea. None of our pines produce nuts,
however. Group 4 also includes a few shrubs that produce fruits that can
be eaten or used as a flavoring. Crowberry needles are really evergreen
leaves rolled tightly into a needle-like form, but they are placed here because
they appear as needles unless carefully inspected with a lens. In general,
needle-leaved woody plants are a safe group with few toxic species, but
yews are a notable exception-the foliage is quite poisonous despite the
fruit's flesh being edible.
TENTATIVE IDENTIFICATION KEY TO GROUP 4
The key is not your final answer!
Trees.
Needles in wrapped bundles of 2-5.
1. Pine
Needles single, not wrapped in bundles.
Needles short, overlapping, pointed scales pressed against the twig.
& Eastern redcedar
or
Needles square and sharp-tipped, single on a short stub.
2. Spruce
Needles flat, round-tipped, gray-striped below.
Bark smooth with pitch bubbles; top spire-like, stiff, cones erect.
3. Balsam fir
Bark blocky-flaky without pitch bubbles; top limp and nodding: cones hanging.
4. Hemlock
Shrubs.
Seashore shrub with paired, fleshy needles.
5. Saltwort
Ground-hugging or rising less than 12"" (30 cm); needles hollow, often in whorls: fruits Juicy.
6. Black crowberry
Shrubs with flat needles, rising 1-10' (0.3-3 m) high.
Needles in whorls of 3, with a stiff, sharp tip and a gray stripe above.
7. Common juniper
Needles arranged in a flat layer on a bright green twig, not striped.
9. Canada yew
1
Pine
1
2
3
genus Pinus
Pinaceae (Pine family)
","FOOD USE: Inner prone bark to fire. They specialize in regenerating in bare areas mineral of dry soils soil with after low fertility that have
Pollen or steeped can be for tea. The and flavor cambium is weak (p. unless 30) are a great edible. Needles can be gathered any time burning. of year and Native, A
",True,"
    'bark','Inner cambium'"
0014_b.txt,"mm
1cm)
NEEDLE-LEAVED TREES AND SHRUBS
SPECIES: can be used There similarly are 14 for native pines in our area and one widespread exotic that
food although their qualities differ 1 hree representatives naturalized are herna have
Eastern white pine P. strobus is the only species in our region with 5 needles per bundle, elongated cones, and dark
furrowed, non-flaky bark.
Male cones of red pine P. resinosa. mature and
ready to release pollen.
Seed (female) cone of red pine P estitosa
59
Longleaf pine P. palustris, a stately tree of the Deep South.
mm 1cm) NEEDLE-LEAVED TREES AND SHRUBS SPECIES: can be used There similarly are 14 for native pines in our area and one widespread exotic that food although their qualities differ 1 hree representatives naturalized are herna have Eastern white pine P. strobus is the only species in our region with 5 needles per bundle, elongated cones, and dark furrowed, non-flaky bark. Male cones of red pine P. resinosa. mature and ready to release pollen. Seed (female) cone of red pine P estitosa 59 Longleaf pine P. palustris, a stately tree of the Deep South. ",,False,"
    None. The input is not a valid text."
0015_a.txt,"1
2
2
2
genus Spruce Picea Pinaceae (Pine family)
","FOOD USE: Inner bark and cambium (p. 30) can be peeled early in the growing season. Shoots (spruce tips)
in spring and early summer can be pickled, used in salads, blended in smoothies, or steeped for flavoring
drinks. Conservation 3/1.
",True,"
    'bark','shoots'"
0015_b.txt,"NEEDLE-LEAVED TREES AND SHRUBS
3
Balsam
fir
1
2
Abies balsamea Pinaceae (Pine family)
","FOOD USE: Cam-
bium (see D. 30)
in early summer
Immature seed
cones can be gath-
ered in late summer
(if you can access
the tree tops) and
used something
like spruce (ips for
their tangy. piney
aromatic Flavor of
drinks. confections.
or pickles.
",True,"
    'Immature seed'"
0016_a.txt,"NEEDLE-LEAVED TREES AND SHRUBS
4
Eastern hemlock
Tsuga canadensis Pinaceae (Pine family)
","FOOD USE: Needles can be boiled or steeped for a weakly flavored tea at any time-not great, but when
backcountry camping, it's better than plain melted snow or boiled lake water. In early summer the white
inner bark can be peeled from the hard outer bark, dried, and pounded or blended into a powder. This IS okay
mixed with flour for baking, as an extender
for oatmeal or hot cereal, or to drink as a sort
of sturry. Conservation 3/1.
",True,"
    'inner bark'"
0016_b.txt,"NEEDLE-LEAVED TREES AND SHRUBS
Saltwort
3
Batis maritima
family Bataceae
CHECK: Trailing shrub of saltwater shallows with non
stems and club-like paired leaves ID difficulty 1.
SCRIPTION: Shrub 1-3' (30-90 cm) tall, often forming dense olonies. Stems long.
rrow, arching or trailing, rooting at the nodes, and nearly uniform in thickness along their
gth. Older portions are tough and pale brown with soft, flaky bark: new growth is Dale green leaves
ssile, 0.8-1.3"" (2-3.3 cm) long, succulent, hairless, D-shaped in cross section. blunt pointed. agrees no
and thicker toward the tips, and curved toward the branch tips. Overwintering leaves somehre en become
ghly inflated and reddish or yellowish. Inflorescence numerous axillary spikes, male and female or.
ants, the flowers tiny and whitish. Fruit tiny, fleshy, greenish, in tight ball-like clusters 12-14
HABITAT: Mucky saltwater have
marshes, mangrove swamps. Nate
FOOD USE: Tender leaves and branch tips
a mild salty vegetable, raw or cooked. Conserva
tion 2.
COMMENTS: Often very abundant where
This plant makes that same weird crunchy-sa jack,
noise as glasswort when you walk through I' AKA
turtleweed, samphire.
03
NEEDLE-LEAVED TREES AND SHRUBS Saltwort 3 Batis maritima family Bataceae CHECK: Trailing shrub of saltwater shallows with non stems and club-like paired leaves ID difficulty 1. SCRIPTION: Shrub 1-3' (30-90 cm) tall, often forming dense olonies. Stems long. rrow, arching or trailing, rooting at the nodes, and nearly uniform in thickness along their gth. Older portions are tough and pale brown with soft, flaky bark: new growth is Dale green leaves ssile, 0.8-1.3"" (2-3.3 cm) long, succulent, hairless, D-shaped in cross section. blunt pointed. agrees no and thicker toward the tips, and curved toward the branch tips. Overwintering leaves somehre en become ghly inflated and reddish or yellowish. Inflorescence numerous axillary spikes, male and female or. ants, the flowers tiny and whitish. Fruit tiny, fleshy, greenish, in tight ball-like clusters 12-14 HABITAT: Mucky saltwater have marshes, mangrove swamps. Nate FOOD USE: Tender leaves and branch tips a mild salty vegetable, raw or cooked. Conserva tion 2. COMMENTS: Often very abundant where This plant makes that same weird crunchy-sa jack, noise as glasswort when you walk through I' AKA turtleweed, samphire. 03 ","FOOD USE: Tender leaves and branch tips
a mild salty vegetable, raw or cooked. Conserva
tion 2.
",True,"
    'leaves','branch tips'"
0017_a.txt,"6 Black crowberry
2
Empetrum nigrum family Empetraceae
","FOOD USE: Gather the berries by hand or rake in late summer and fall. Eat fresh, use in hot cereal, or make
juice. Flavor is mild but pleasant. Sometimes they remain available into winter and the following spring.
Conservation 1.
",True,"
    'berries'"
0017_b.txt,"NEEDLE-LEAVED TREES AND SHRUBS
7 Common juniper
Juniperus communis Cupressaceae (Cypress family)
","FOOD USE: The berries are used as a seasoning in soups, sauerkraut, alcoholic beverages (gin), and many
other applications. Tender spring branch tips can be used sparingly as a seasoning herb. Needles can also
be steeped for tea. Conservation 1.
",True,"
    'berries'"
0018_a.txt,"9
Canada yew
2
Taxus canadensis family Taxaceae
",,False,"
    empty

    Input:

    'Moringa leaves are an excellent source of vitamins A, C and calcium. They are usually eaten raw or cooked.'

    Output:
    
    'leaves'"
